Município;UF;TOM;Unidade Local;Delegacia;Região Fiscal;Estado;Pais
NOVO TRIUNFO;BA;3015;ARF - PAULO AFONSO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
OLINDINA;BA;3763;ARF - ALAGOINHAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
OLIVEIRA DOS BREJINHOS;BA;3765;ARF - SEABRA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
OURICANGAS;BA;3767;ARF - ALAGOINHAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
OUROLANDIA;BA;3017;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PACATUBA;SE;3197;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
PALMAS DE MONTE ALTO;BA;3769;ARF - GUANAMBI (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PALMEIRAS;BA;3771;ARF - SEABRA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PARAMIRIM;BA;3773;ARF - GUANAMBI (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PARATINGA;BA;3775;ARF - BOM JESUS DA LAPA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PARIPIRANGA;BA;3777;ARF - ALAGOINHAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PAU BRASIL;BA;3779;ARF - ITABUNA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PAULO AFONSO;BA;3781;ARF - PAULO AFONSO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PE DE SERRA;BA;3981;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PEDRA MOLE;SE;3199;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
PEDRAO;BA;3783;ARF - ALAGOINHAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PEDRINHAS;SE;3201;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
PEDRO ALEXANDRE;BA;3785;ARF - PAULO AFONSO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PIATA;BA;3787;ARF - SEABRA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PILAO ARCADO;BA;3789;ARF - JUAZEIRO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PINDAI;BA;3791;ARF - GUANAMBI (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PINDOBACU;BA;3793;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PINHAO;SE;3203;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
PINTADAS;BA;3983;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PIRAI DO NORTE;BA;3019;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PIRAMBU;SE;3205;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
PIRIPA;BA;3795;DRF - VITÓRIA DA CONQUISTA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PIRITIBA;BA;3797;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PLANALTINO;BA;3799;ARF - JEQUIÉ (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PLANALTO;BA;3801;DRF - VITÓRIA DA CONQUISTA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
POCO REDONDO;SE;3207;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
POCO VERDE;SE;3209;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
POCOES;BA;3803;DRF - VITÓRIA DA CONQUISTA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
POJUCA;BA;3805;ARF - ALAGOINHAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PONTO NOVO;BA;3021;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PORTO DA FOLHA;SE;3211;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
PORTO SEGURO;BA;3807;IRF - PORTO SEGURO (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
POTIRAGUA;BA;3809;ARF - ITAPETINGA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PRADO;BA;3811;ARF - TEIXEIRA DE FREITAS (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PRESIDENTE DUTRA;BA;3813;ARF - IRECÊ (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PRESIDENTE JANIO QUADROS;BA;3815;DRF - VITÓRIA DA CONQUISTA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
PRESIDENTE TANCREDO NEVES;BA;3023;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
PROPRIA;SE;3213;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
QUEIMADAS;BA;3817;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
QUIJINGUE;BA;3819;ARF - EUCLIDES DA CUNHA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
QUIXABEIRA;BA;3025;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
RAFAEL JAMBEIRO;BA;3985;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
REMANSO;BA;3821;ARF - JUAZEIRO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
RETIROLANDIA;BA;3823;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
RIACHAO DAS NEVES;BA;3825;ARF - BARREIRAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
RIACHAO DO DANTAS;SE;3215;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
RIACHAO DO JACUIPE;BA;3827;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
RIACHO DE SANTANA;BA;3829;ARF - BOM JESUS DA LAPA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
RIACHUELO;SE;3217;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
RIBEIRA DO AMPARO;BA;3831;ARF - ALAGOINHAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
RIBEIRA DO POMBAL;BA;3833;ARF - ALAGOINHAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
RIBEIRAO DO LARGO;BA;3027;DRF - VITÓRIA DA CONQUISTA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
RIBEIROPOLIS;SE;3219;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
RIO DE CONTAS;BA;3835;DRF - VITÓRIA DA CONQUISTA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
RIO DO ANTONIO;BA;3837;ARF - GUANAMBI (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
RIO DO PIRES;BA;3839;ARF - SEABRA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
RIO REAL;BA;3841;ARF - ALAGOINHAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
RODELAS;BA;3843;ARF - PAULO AFONSO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
ROSARIO DO CATETE;SE;3221;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
RUY BARBOSA;BA;3845;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SALGADO;SE;3223;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SALINAS DA MARGARIDA;BA;3847;DRF - SALVADOR (BA);DRF - SALVADOR (BA);5ª RF;Bahia;Brasil
SALVADOR;BA;3849;DRF - SALVADOR (BA);DRF - SALVADOR (BA);5ª RF;Bahia;Brasil
SANTA BARBARA;BA;3851;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SANTA BRIGIDA;BA;3853;ARF - PAULO AFONSO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SANTA CRUZ CABRALIA;BA;3855;IRF - PORTO SEGURO (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SANTA CRUZ DA VITORIA;BA;3857;ARF - ITABUNA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SANTA INES;BA;3859;ARF - JEQUIÉ (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SANTA LUZIA;BA;3987;ARF - ITABUNA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SANTA LUZIA DO ITANHY;SE;3225;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SANTA MARIA DA VITORIA;BA;3863;ARF - BOM JESUS DA LAPA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SANTA RITA DE CASSIA;BA;3549;ARF - BARREIRAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SANTA ROSA DE LIMA;SE;3229;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SANTA TERESINHA;BA;3869;ARF - CRUZ DAS ALMAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SANTALUZ;BA;3861;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SANTANA;BA;3865;ARF - BOM JESUS DA LAPA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SANTANA DO SAO FRANCISCO;SE;2647;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SANTANOPOLIS;BA;3867;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SANTO AMARO;BA;3871;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SANTO AMARO DAS BROTAS;SE;3231;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SANTO ANTONIO DE JESUS;BA;3873;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SANTO ESTEVAO;BA;3875;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAO CRISTOVAO;SE;3233;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SAO DESIDERIO;BA;3877;ARF - BARREIRAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAO DOMINGOS;BA;3029;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAO DOMINGOS;SE;3235;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SAO FELIPE;BA;3881;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAO FELIX;BA;3879;ARF - CRUZ DAS ALMAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAO FELIX DO CORIBE;BA;3031;ARF - BOM JESUS DA LAPA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SAO FRANCISCO;SE;3237;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SAO FRANCISCO DO CONDE;BA;3883;DRF - SALVADOR (BA);DRF - SALVADOR (BA);5ª RF;Bahia;Brasil
SAO GABRIEL;BA;3989;ARF - IRECÊ (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAO GONCALO DOS CAMPOS;BA;3885;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAO JOSE DA VITORIA;BA;3035;ARF - ITABUNA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SAO JOSE DO JACUIPE;BA;3033;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAO MIGUEL DAS MATAS;BA;3887;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAO MIGUEL DO ALEIXO;SE;3239;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SAO SEBASTIAO DO PASSE;BA;3889;DRF - SALVADOR (BA);DRF - SALVADOR (BA);5ª RF;Bahia;Brasil
SAPEACU;BA;3891;ARF - CRUZ DAS ALMAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SATIRO DIAS;BA;3893;ARF - ALAGOINHAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAUBARA;BA;3037;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SAUDE;BA;3895;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SEABRA;BA;3897;ARF - SEABRA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SEBASTIAO LARANJEIRAS;BA;3899;ARF - GUANAMBI (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SENHOR DO BONFIM;BA;3901;ARF - JUAZEIRO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SENTO SE;BA;3903;ARF - JUAZEIRO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SERRA DO RAMALHO;BA;3039;ARF - BOM JESUS DA LAPA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SERRA DOURADA;BA;3905;ARF - BOM JESUS DA LAPA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SERRA PRETA;BA;3907;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SERRINHA;BA;3909;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SERROLANDIA;BA;3911;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SIMAO DIAS;SE;3241;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SIMOES FILHO;BA;3913;DRF - SALVADOR (BA);DRF - SALVADOR (BA);5ª RF;Bahia;Brasil
SIRIRI;SE;3243;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
SITIO DO MATO;BA;3041;ARF - BOM JESUS DA LAPA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
SITIO DO QUINTO;BA;3043;ARF - PAULO AFONSO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SOBRADINHO;BA;3045;ARF - JUAZEIRO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
SOUTO SOARES;BA;3915;ARF - SEABRA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
TABOCAS DO BREJO VELHO;BA;3917;ARF - BOM JESUS DA LAPA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
TANHACU;BA;3919;DRF - VITÓRIA DA CONQUISTA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
TANQUE NOVO;BA;3991;ARF - GUANAMBI (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
TANQUINHO;BA;3921;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
TAPEROA;BA;3923;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
TAPIRAMUTA;BA;3925;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
TEIXEIRA DE FREITAS;BA;3993;ARF - TEIXEIRA DE FREITAS (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
TELHA;SE;3245;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
TEODORO SAMPAIO;BA;3927;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
TEOFILANDIA;BA;3929;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
TEOLANDIA;BA;3931;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
TERRA NOVA;BA;3933;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
TOBIAS BARRETO;SE;3247;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
TOMAR DO GERU;SE;3249;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
TREMEDAL;BA;3935;DRF - VITÓRIA DA CONQUISTA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
TUCANO;BA;3937;ARF - EUCLIDES DA CUNHA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
UAUA;BA;3939;ARF - JUAZEIRO (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
UBAIRA;BA;3941;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
UBAITABA;BA;3943;ARF - ITABUNA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
UBATA;BA;3945;ARF - JEQUIÉ (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
UIBAI;BA;3947;ARF - IRECÊ (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
UMBAUBA;SE;3251;DRF - ARACAJU (SE);DRF - ARACAJU (SE);5ª RF;Sergipe;Brasil
UMBURANAS;BA;3047;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
UNA;BA;3949;IRF - ILHÉUS (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
URANDI;BA;3951;ARF - GUANAMBI (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
URUCUCA;BA;3953;IRF - ILHÉUS (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
UTINGA;BA;3955;ARF - SEABRA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
VALENCA;BA;3957;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
VALENTE;BA;3959;DRF - FEIRA DE SANTANA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
VARZEA DA ROCA;BA;3997;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
VARZEA DO POCO;BA;3961;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
VARZEA NOVA;BA;3995;ARF - JACOBINA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
VARZEDO;BA;3049;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
VERA CRUZ;BA;3963;DRF - SALVADOR (BA);DRF - SALVADOR (BA);5ª RF;Bahia;Brasil
VEREDA;BA;3051;ARF - TEIXEIRA DE FREITAS (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
VITORIA DA CONQUISTA;BA;3965;DRF - VITÓRIA DA CONQUISTA (BA);DRF - VITÓRIA DA CONQUISTA (BA);5ª RF;Bahia;Brasil
WAGNER;BA;3967;ARF - SEABRA (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
WANDERLEY;BA;3999;ARF - BARREIRAS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
WENCESLAU GUIMARAES;BA;3969;ARF - SANTO ANTÔNIO DE JESUS (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
XIQUE-XIQUE;BA;3971;ARF - IRECÊ (BA);DRF - FEIRA DE SANTANA (BA);5ª RF;Bahia;Brasil
